,pokemon1_type,pokemon2_type,pokemon3_type,vulnerability 
73073,10,12,11,4
73074,1,9,14,2
73075,14,2,2,0
73076,0,8,6,13
73077,0,5,9,14
73078,14,1,4,2
73079,3,12,8,13
73080,2,17,0,13
73081,3,6,15,5
73082,2,4,11,5
73083,2,1,5,0
73084,10,7,13,8
73085,0,9,0,1
73086,6,0,6,6
73087,11,11,4,3
73088,0,7,0,1
73089,5,17,0,10
73090,12,9,12,13
73091,7,14,6,10
73092,3,15,10,11
73093,8,9,13,17
73094,13,10,1,2
73095,5,7,15,0
73096,13,13,15,1
73097,17,14,11,10
73098,10,13,2,11
73099,15,5,8,0
73100,15,4,14,14
73101,12,11,12,4
73102,2,8,13,5
73103,12,9,7,10
73104,4,0,0,1
73105,4,4,0,16
73106,12,1,7,13
73107,10,5,14,10
73108,15,6,1,11
73109,8,10,3,12
73110,12,8,2,12
73111,4,9,4,15
73112,4,6,15,15
73113,16,1,2,16
73114,0,17,5,13
73115,7,1,11,3
73116,15,14,8,17
73117,15,3,16,0
73118,14,15,16,1
73119,2,5,13,0
73120,5,9,14,10
73121,3,3,4,13
73122,16,4,7,15
73123,7,7,11,8
73124,0,9,10,1
73125,12,7,10,8
73126,10,6,4,8
73127,5,13,17,0
73128,4,11,13,5
73129,2,7,11,5
73130,16,3,6,16
73131,8,4,9,12
73132,4,8,7,15
73133,17,5,4,0
73134,8,3,11,12
73135,4,12,12,13
73136,5,1,14,10
73137,0,14,17,13
73138,10,3,15,11
73139,0,2,5,14
73140,16,15,1,16
73141,7,3,12,13
73142,17,7,7,10
73143,15,17,10,0
73144,9,4,11,16
73145,3,15,12,13
73146,14,1,0,13
73147,2,12,5,0
73148,16,4,8,16
73149,3,6,6,5
73150,11,1,5,3
73151,4,8,14,17
73152,0,8,5,14
73153,10,1,9,11
73154,6,13,5,5
73155,16,17,5,0
73156,4,10,1,16
73157,4,0,2,15
73158,17,16,11,0
73159,3,14,3,13
73160,8,10,4,12
73161,5,15,4,0
73162,0,11,6,14
73163,10,0,6,8
73164,17,6,8,13
73165,4,17,14,10
73166,0,7,17,13
73167,9,12,8,13
73168,5,7,15,0
73169,5,1,10,10
73170,2,7,0,15
73171,16,0,6,16
73172,0,9,14,1
73173,9,14,13,10
73174,17,2,8,0
73175,13,11,15,5
73176,1,6,7,8
73177,3,16,10,13
73178,16,13,14,1
73179,16,17,12,13
73180,0,15,9,14
73181,5,0,13,1
73182,4,12,6,16
73183,11,11,16,3
73184,6,9,0,6
73185,4,1,16,16
73186,12,12,3,13
73187,7,7,0,10
73188,10,3,7,8
73189,11,5,15,14
73190,5,11,13,5
73191,17,11,10,0
73192,9,14,8,17
73193,7,1,2,15
73194,17,15,5,0
73195,7,12,12,13
73196,2,17,13,0
73197,14,14,5,10
73198,7,17,15,0
73199,13,5,2,0
73200,15,9,4,0
73201,13,0,12,1
73202,9,1,12,3
73203,14,10,9,10
73204,5,17,7,10
73205,7,0,4,15
73206,1,10,13,2
73207,3,0,13,13
73208,10,12,16,4
73209,0,17,12,13
73210,11,14,3,13
73211,17,4,13,0
73212,1,13,10,2
73213,11,3,5,14
73214,13,1,15,2
73215,11,3,10,5
73216,11,3,7,5
73217,0,5,2,14
73218,9,2,4,15
73219,9,2,11,5
73220,9,15,6,11
73221,10,6,10,8
73222,2,9,13,5
73223,16,13,1,2
73224,0,4,2,15
73225,17,1,7,10
73226,8,6,15,12
73227,12,4,2,15
73228,8,9,6,12
73229,6,16,8,5
73230,8,13,8,17
73231,0,5,10,14
73232,1,2,6,5
73233,3,14,16,13
73234,13,13,9,1
73235,14,0,5,1
73236,6,7,12,8
73237,14,3,4,13
73238,1,0,2,14
73239,7,16,13,8
73240,4,14,9,10
73241,4,16,17,16
73242,16,1,7,3
73243,1,12,2,4
73244,16,2,5,0
73245,16,17,16,16
73246,5,2,9,0
73247,6,11,5,14
73248,16,5,4,16
73249,14,5,17,10
73250,5,10,8,17
73251,6,13,12,5
73252,10,14,5,10
73253,5,7,7,10
73254,10,10,9,11
73255,7,13,13,1
73256,6,6,9,5
73257,15,10,0,11
73258,11,15,15,14
73259,1,12,11,3
73260,16,7,16,16
73261,16,8,10,16
73262,3,13,9,13
73263,6,15,3,5
73264,8,8,8,12
73265,13,4,2,5
73266,14,14,11,1
73267,10,4,1,11
73268,7,0,9,10
73269,14,1,15,2
73270,15,4,1,11
73271,9,1,5,10
73272,1,2,16,0
73273,1,4,4,15
73274,4,0,4,16
73275,12,0,15,14
73276,13,17,15,0
73277,9,8,13,17
73278,14,12,12,13
73279,11,3,12,13
73280,11,16,17,3
73281,2,2,5,0
73282,3,13,6,5
73283,9,14,16,1
73284,11,4,6,5
73285,3,3,4,13
73286,3,12,12,13
73287,9,9,2,10
73288,13,16,1,2
73289,8,11,5,17
73290,12,9,11,4
73291,15,16,15,0
73292,6,10,15,8
73293,13,17,13,1
73294,11,14,16,3
73295,16,11,8,16
73296,3,6,8,13
73297,0,2,2,0
73298,17,6,1,10
73299,14,16,13,1
73300,3,16,13,13
73301,4,3,3,13
73302,11,4,7,15
73303,3,1,1,3
73304,2,6,2,5
73305,9,6,14,10
73306,8,15,13,17
73307,6,1,10,8
73308,14,4,17,13
73309,2,10,12,11
73310,8,15,12,17
73311,0,10,15,11
73312,12,4,16,16
73313,9,5,2,10
73314,7,7,0,10
73315,10,16,4,16
73316,9,3,0,13
73317,3,3,0,13
73318,11,3,2,5
73319,2,16,16,16
73320,10,1,14,2
73321,7,10,11,8
73322,6,7,17,10
73323,16,2,16,16
73324,2,2,13,5
73325,14,16,7,1
73326,5,16,15,0
73327,7,3,17,10
73328,15,6,1,11
73329,15,1,2,11
73330,0,4,12,13
73331,2,5,9,0
73332,12,6,0,13
73333,2,14,8,17
73334,16,10,9,11
73335,7,7,17,10
73336,4,15,4,15
73337,5,12,17,0
73338,14,0,17,13
73339,5,5,9,10
73340,8,6,1,12
73341,13,11,6,5
73342,15,10,1,11
73343,12,13,12,13
73344,9,16,16,16
73345,16,6,17,16
73346,16,11,14,16
73347,9,3,1,10
73348,12,9,6,13
73349,16,8,13,16
73350,12,11,10,4
73351,14,17,6,10
73352,7,14,5,10
73353,14,4,3,13
73354,14,15,10,11
73355,15,16,9,0
73356,2,6,1,5
73357,14,5,6,10
73358,12,1,16,13
73359,7,14,4,15
73360,13,11,5,14
73361,4,5,15,0
73362,8,9,11,12
73363,0,8,11,14
73364,15,10,5,0
73365,6,12,1,6
73366,6,17,8,0
73367,1,2,15,0
73368,1,0,15,14
73369,8,2,2,12
73370,0,5,10,14
73371,8,8,8,12
73372,15,13,16,0
73373,1,17,8,3
73374,6,3,2,5
73375,15,12,7,0
73376,15,15,3,0
73377,6,4,0,6
73378,9,16,1,16
73379,2,13,16,5
73380,4,1,4,15
73381,10,5,3,4
73382,1,11,5,3
73383,17,0,2,0
73384,15,4,9,0
73385,3,14,1,13
73386,2,0,11,14
73387,15,10,5,0
73388,6,5,3,6
73389,13,6,4,5
73390,1,1,7,3
73391,5,6,0,14
73392,13,10,15,11
73393,10,15,10,11
73394,11,15,14,14
73395,4,9,15,15
73396,15,5,4,0
73397,16,6,11,5
73398,10,1,2,11
73399,7,9,17,10
73400,7,0,8,1
73401,16,4,10,16
73402,11,2,4,5
73403,17,1,1,3
73404,16,17,5,0
73405,9,2,12,0
73406,0,6,7,8
73407,15,5,7,0
73408,5,13,0,1
73409,11,4,15,14
73410,12,0,3,13
73411,10,1,14,2
73412,5,11,14,14
73413,16,4,1,16
73414,0,15,11,14
73415,3,7,16,13
73416,1,13,0,1
73417,0,7,10,8
73418,8,0,17,13
73419,3,4,16,16
73420,17,4,1,13
73421,1,13,5,2
73422,17,16,17,0
73423,15,13,5,0
73424,12,9,1,13
73425,7,11,14,10
73426,17,13,2,0
73427,9,11,17,10
73428,3,1,1,3
73429,2,15,16,0
73430,17,7,11,10
73431,16,5,2,0
73432,8,9,4,12
73433,15,15,17,0
73434,10,8,3,4
73435,12,2,10,4
73436,5,14,9,10
73437,0,9,9,10
73438,2,12,17,0
73439,9,8,7,10
73440,17,0,1,13
73441,10,6,3,8
73442,10,10,9,11
73443,5,15,4,0
73444,0,15,6,14
73445,1,11,5,3
73446,9,3,3,13
73447,11,2,17,0
73448,9,16,8,16
73449,17,6,16,13
73450,0,14,13,1
73451,6,9,5,10
73452,10,6,15,11
73453,0,15,11,14
73454,1,16,3,2
73455,10,16,17,16
73456,1,14,6,2
73457,14,12,3,13
73458,15,9,11,14
73459,3,8,8,12
73460,5,12,7,10
73461,9,0,3,13
73462,14,17,12,13
73463,3,6,11,5
73464,1,12,0,13
73465,9,14,4,10
73466,12,8,13,13
73467,0,3,6,13
73468,3,16,1,13
73469,15,5,14,14
73470,14,10,5,10
73471,4,12,7,15
73472,14,10,12,13
73473,4,7,14,15
73474,4,17,7,10
73475,0,3,13,1
73476,0,7,4,15
73477,15,2,13,0
73478,16,15,4,16
73479,1,15,7,3
73480,2,15,9,0
73481,0,11,12,14
73482,7,12,17,13
73483,8,17,5,0
73484,8,8,10,12
73485,12,14,12,13
73486,1,3,10,2
73487,15,10,2,11
73488,13,13,6,5
73489,6,9,9,10
73490,10,6,6,8
73491,6,14,17,10
73492,6,17,1,10
73493,4,1,6,15
73494,6,11,2,5
73495,16,10,8,16
73496,10,4,5,11
73497,15,5,13,0
73498,11,9,6,5
73499,8,3,7,12
73500,6,15,2,5
73501,10,1,8,11
73502,14,7,13,1
73503,0,12,3,13
73504,4,6,16,16
73505,12,4,17,13
73506,8,13,5,17
73507,1,5,9,10
73508,15,6,10,11
73509,1,7,15,3
73510,16,7,9,10
73511,2,2,0,12
73512,7,4,9,15
73513,1,3,10,2
73514,15,6,1,11
73515,6,9,11,5
73516,0,16,16,16
73517,0,3,12,13
73518,1,14,8,2
73519,10,1,14,2
73520,2,16,7,15
73521,16,3,7,13
73522,11,7,16,3
73523,0,15,12,14
73524,14,12,9,13
73525,2,14,2,5
73526,9,17,0,10
73527,7,5,14,10
73528,8,14,2,17
73529,4,12,11,16
73530,17,3,4,13
73531,12,16,13,13
73532,13,6,14,5
73533,12,10,1,4
73534,7,1,0,10
73535,1,1,17,3
73536,10,10,13,11
73537,9,3,0,13
73538,11,2,0,14
73539,5,17,6,10
73540,6,3,7,8
73541,14,5,3,10
73542,16,2,14,16
73543,8,4,13,17
73544,16,1,9,7
73545,10,5,8,17
73546,0,6,4,13
73547,16,1,11,3
73548,15,14,12,13
73549,8,3,0,13
73550,6,17,15,0
73551,7,8,7,8
73552,5,16,3,0
73553,16,11,12,16
73554,8,8,8,12
73555,14,15,10,11
73556,16,3,10,16
73557,3,1,15,3
73558,4,1,11,3
73559,2,14,11,5
73560,11,10,5,14
73561,7,16,1,8
73562,3,15,7,0
73563,11,3,5,14
73564,1,5,5,0
73565,12,14,7,13
73566,9,17,2,10
73567,12,7,6,8
73568,7,17,8,10
73569,3,10,13,13
73570,16,7,17,10
73571,5,7,13,10
73572,2,6,17,0
73573,6,12,8,5
73574,10,11,11,3
73575,13,8,13,1
73576,0,12,11,14
73577,16,17,9,10
73578,2,17,3,0
73579,2,2,0,12
73580,17,8,9,10
73581,6,5,1,6
73582,14,15,3,13
73583,4,6,3,15
73584,1,11,15,3
73585,7,1,0,10
73586,17,3,13,13
73587,1,10,7,8
73588,5,4,12,0
73589,13,0,9,1
73590,10,10,14,4
73591,1,15,7,3
73592,14,13,16,1
73593,7,1,11,3
73594,0,2,5,14
73595,13,13,2,5
73596,13,17,5,0
73597,10,4,9,11
73598,12,3,8,13
73599,5,3,5,0
73600,7,15,10,8
73601,12,11,0,14
73602,5,8,17,0
73603,10,13,8,11
73604,3,9,16,13
73605,17,11,16,0
73606,12,16,4,16
73607,6,4,11,5
73608,6,3,17,13
73609,7,1,13,2
73610,4,4,3,15
73611,14,15,9,10
73612,4,15,2,15
73613,7,7,14,10
73614,3,9,4,13
73615,7,8,14,17
73616,9,12,7,10
73617,15,3,13,0
73618,13,9,14,1
73619,5,13,16,0
73620,6,9,9,10
73621,2,0,7,15
73622,13,7,6,5
73623,16,9,15,7
73624,9,12,8,13
73625,17,6,9,10
73626,1,6,15,5
73627,3,5,13,13
73628,15,10,12,11
73629,4,17,6,16
73630,3,3,17,13
73631,16,7,8,8
73632,5,10,7,10
73633,8,4,12,17
73634,7,13,2,15
73635,8,17,0,13
73636,2,0,7,15
73637,4,8,3,16
73638,4,16,1,16
73639,10,2,12,11
73640,17,16,11,0
73641,0,15,11,14
73642,8,17,9,10
73643,17,4,11,0
73644,2,1,10,11
73645,0,5,3,13
73646,7,3,0,13
73647,11,10,12,4
73648,15,2,5,0
73649,0,15,14,1
73650,7,10,6,8
73651,0,13,0,1
73652,3,5,8,17
73653,10,11,14,4
73654,16,7,6,8
73655,1,13,9,2
73656,3,16,6,13
73657,8,7,13,17
73658,11,13,12,5
73659,11,16,15,14
73660,14,6,10,8
73661,13,6,3,5
73662,8,0,17,13
73663,7,14,3,10
73664,13,0,10,1
73665,3,7,11,8
73666,7,6,1,8
73667,6,5,16,6
73668,3,3,15,13
73669,2,17,3,0
73670,17,10,7,10
73671,0,12,8,13
73672,11,1,17,3
73673,15,3,1,14
73674,9,17,4,10
73675,7,15,7,15
73676,9,2,9,10
73677,6,7,5,8
73678,4,10,10,11
73679,2,0,4,15
73680,10,2,10,11
73681,13,10,9,1
73682,8,17,5,0
73683,11,2,14,5
73684,4,11,5,14
73685,16,9,3,7
73686,4,6,8,16
73687,11,12,6,5
73688,15,12,9,0
73689,15,2,9,0
73690,0,5,3,13
73691,2,0,15,11
73692,0,16,0,1
73693,15,3,5,0
73694,12,3,13,13
73695,9,6,5,10
73696,11,16,1,3
73697,4,15,6,15
73698,8,6,13,5
73699,11,14,13,5
73700,3,4,15,15
73701,6,6,15,5
73702,9,0,12,13
73703,0,10,17,13
73704,4,10,16,16
73705,1,12,10,4
73706,16,3,10,16
73707,16,10,7,8
73708,7,17,13,10
73709,17,12,7,13
73710,14,11,16,1
73711,11,8,12,3
73712,0,4,10,1
73713,17,15,11,0
73714,17,16,16,16
73715,15,11,11,14
73716,12,13,17,13
73717,12,12,17,13
73718,16,2,9,7
73719,14,3,14,13
73720,9,1,1,3
73721,10,6,3,8
73722,2,9,17,0
73723,5,17,9,10
73724,2,7,10,11
73725,17,16,7,0
73726,8,12,11,17
73727,4,5,5,0
73728,14,7,0,1
73729,7,6,13,8
73730,0,13,3,1
73731,1,0,7,3
73732,9,4,4,15
73733,16,1,5,16
73734,16,16,11,16
73735,10,1,1,3
73736,5,2,12,0
73737,16,3,6,16
73738,9,10,7,10
73739,13,9,12,1
73740,0,2,2,0
73741,0,16,6,13
73742,14,11,16,1
73743,9,9,17,10
73744,7,16,13,8
73745,15,0,7,14
73746,8,8,4,12
73747,4,11,1,3
73748,4,4,10,16
73749,12,4,12,13
73750,4,12,1,16
73751,17,8,1,13
73752,13,5,16,1
73753,9,4,8,16
73754,1,17,7,10
73755,4,9,0,7
73756,4,13,5,15
73757,16,14,6,16
73758,9,17,17,10
73759,13,6,4,5
73760,9,13,13,1
73761,15,12,7,0
73762,15,15,9,0
73763,12,17,10,13
73764,13,15,17,0
73765,9,13,9,10
73766,17,8,5,0
73767,16,0,13,1
73768,3,12,16,13
73769,3,12,0,13
73770,14,4,4,15
73771,5,6,6,5
73772,9,7,12,10
73773,1,11,3,5
73774,15,8,7,0
73775,4,8,8,12
73776,15,17,9,0
73777,10,3,15,11
73778,9,15,15,0
73779,1,16,1,3
73780,3,10,6,8
73781,16,14,15,16
73782,4,10,8,16
73783,9,11,14,10
73784,9,13,2,5
73785,13,7,8,1
73786,3,6,0,13
73787,6,13,11,5
73788,3,0,14,13
73789,8,5,5,17
73790,0,9,8,1
73791,6,2,15,5
73792,8,8,12,17
73793,4,6,10,8
73794,10,11,1,3
73795,2,9,14,10
73796,15,16,0,14
73797,6,0,17,13
73798,16,16,15,16
73799,15,17,17,0
73800,14,15,0,1
73801,14,13,7,1
73802,12,17,10,13
73803,11,2,8,5
73804,2,15,0,11
73805,1,2,5,0
73806,11,4,3,5
73807,9,10,16,11
73808,7,14,13,10
73809,13,3,16,1
73810,9,1,11,3
73811,6,8,0,6
73812,15,1,6,11
73813,13,4,12,1
73814,12,2,0,13
73815,7,6,3,8
73816,12,13,9,13
73817,0,10,15,11
73818,16,0,3,13
73819,4,17,4,16
73820,2,8,9,12
73821,15,15,17,0
73822,6,11,17,5
73823,0,17,2,0
73824,0,3,7,13
73825,6,16,0,6
73826,11,1,0,3
73827,12,16,6,13
73828,14,11,15,14
73829,5,8,10,17
73830,17,14,14,10
73831,6,11,0,14
73832,4,16,15,16
73833,16,10,15,11
73834,2,7,9,15
73835,12,11,5,14
73836,16,2,13,5
73837,14,0,12,13
73838,6,3,0,13
73839,10,11,16,11
73840,2,4,10,11
73841,8,5,0,14
73842,14,4,17,13
73843,3,7,17,13
73844,12,11,0,14
73845,5,7,17,10
73846,4,14,14,1
73847,17,10,11,0
73848,16,8,7,12
73849,8,0,17,13
73850,12,11,8,4
73851,12,7,4,15
73852,4,2,11,5
73853,13,9,6,5
73854,2,10,0,11
73855,3,14,17,13
73856,8,10,7,8
73857,7,13,5,10
73858,10,15,11,11
73859,4,7,5,15
73860,3,4,3,13
73861,9,3,6,10
73862,13,13,8,1
73863,15,7,8,0
73864,14,14,9,10
73865,6,4,11,5
73866,5,17,17,0
73867,12,9,6,13
73868,15,4,4,15
73869,14,1,12,13
73870,8,9,12,17
73871,3,8,5,17
73872,6,9,10,8
73873,6,3,7,8
73874,13,16,14,1
73875,11,6,8,5
73876,1,16,15,3
73877,10,11,9,11
73878,5,8,6,17
73879,5,17,11,0
73880,6,10,0,8
73881,7,4,15,15
73882,4,1,4,15
73883,1,1,5,3
73884,13,4,13,1
73885,15,11,4,14
73886,17,12,10,13
73887,10,10,1,11
73888,1,5,14,2
73889,6,0,2,5
73890,5,16,11,14
73891,0,9,2,14
73892,11,15,7,14
73893,12,11,2,5
73894,0,9,1,13
73895,13,10,14,1
73896,1,9,7,10
73897,9,7,3,10
73898,7,2,8,12
73899,1,5,11,3
73900,9,11,6,5
73901,15,5,5,0
73902,8,1,3,12
73903,13,1,10,2
73904,15,6,15,11
73905,5,17,0,10
73906,4,12,8,16
73907,8,2,3,12
73908,9,8,17,10
73909,9,12,9,10
73910,3,16,0,13
73911,9,4,15,15
73912,14,6,2,5
73913,0,1,10,13
73914,12,16,3,13
73915,15,10,15,11
73916,0,16,13,1
73917,5,11,0,14
73918,17,13,2,0
73919,13,5,17,0
73920,2,17,6,0
73921,17,3,10,13
73922,13,10,4,1
73923,16,7,11,8
73924,6,7,6,8
73925,6,9,8,5
73926,0,8,1,13
73927,7,0,15,14
73928,3,8,10,13
73929,16,11,8,16
73930,5,5,15,0
73931,7,16,6,8
73932,7,3,13,10
73933,9,8,17,10
73934,4,12,12,13
73935,5,7,1,10
73936,12,13,9,13
73937,15,16,1,11
73938,5,5,4,0
73939,5,9,10,10
73940,17,12,17,13
73941,6,5,3,6
73942,6,6,17,5
73943,7,0,0,1
73944,11,16,0,14
73945,6,8,7,8
73946,16,14,15,16
73947,9,8,10,12
73948,0,16,7,1
73949,9,12,5,10
73950,10,12,17,13
73951,7,17,0,10
73952,15,11,3,14
73953,3,9,14,13
73954,3,13,13,1
73955,7,1,1,3
73956,0,12,11,14
73957,16,0,4,16
73958,17,16,7,0
73959,15,3,16,0
73960,4,11,7,15
73961,14,4,0,1
73962,14,7,13,1
73963,10,12,0,4
73964,3,15,1,11
73965,10,7,7,8
73966,4,13,15,15
73967,12,3,3,13
73968,10,2,0,11
73969,15,1,6,11
73970,7,7,15,15
73971,6,15,5,0
73972,6,8,11,5
73973,11,14,3,13
73974,14,5,3,10
73975,1,3,10,2
73976,14,10,12,13
73977,6,11,16,5
73978,5,5,2,0
73979,2,3,13,5
73980,9,0,10,10
73981,12,15,12,4
73982,15,17,7,0
73983,1,9,13,2
73984,11,14,12,13
73985,17,5,8,0
73986,8,7,14,17
73987,8,6,3,12
73988,2,3,5,0
73989,17,8,6,13
73990,8,1,1,3
73991,1,5,9,10
73992,6,14,17,10
73993,9,14,5,10
73994,10,12,10,4
73995,7,15,11,14
73996,0,16,1,13
73997,5,8,6,17
73998,12,15,14,13
73999,0,11,8,14
74000,9,12,9,10
74001,14,17,9,10
74002,0,10,8,1
74003,12,2,1,4
74004,2,14,11,5
74005,6,10,17,8
74006,12,16,10,4
74007,16,5,4,16
74008,11,13,9,5
74009,5,10,0,14
74010,2,0,15,11
74011,4,5,6,15
74012,2,9,9,10
74013,15,4,11,14
74014,14,12,9,13
74015,10,5,17,0
74016,10,7,9,8
74017,14,1,9,2
74018,0,4,0,1
74019,17,7,4,15
74020,14,3,7,10
74021,5,4,10,0
74022,5,17,8,0
74023,3,9,8,13
74024,13,8,7,1
74025,17,15,3,0
74026,15,2,13,0
74027,13,17,15,0
74028,6,8,4,5
74029,7,8,5,17
74030,3,13,11,5
74031,4,7,7,15
74032,12,4,3,13
74033,1,8,2,12
74034,5,5,4,0
74035,17,3,10,13
74036,6,4,11,5
74037,9,9,9,10
74038,12,15,7,0
74039,2,15,3,0
74040,12,5,17,13
74041,1,5,1,3
74042,1,17,5,0
74043,13,3,14,1
74044,6,2,2,5
74045,12,10,17,13
74046,11,6,16,5
74047,9,8,9,10
74048,3,10,17,13
74049,14,8,13,1
74050,10,5,14,10
74051,13,4,6,5
74052,17,8,7,10
74053,7,3,15,15
74054,4,16,17,16
74055,4,9,4,15
74056,15,7,2,0
74057,1,14,3,2
74058,2,5,7,0
74059,13,0,3,1
74060,12,9,12,13
74061,9,14,10,10
74062,1,0,3,13
74063,3,1,3,13
74064,5,14,10,10
74065,7,15,15,0
74066,11,11,10,3
74067,2,5,4,0
74068,9,0,0,1
74069,5,5,5,0
74070,2,6,2,5
74071,8,11,0,14
74072,11,16,14,3
74073,16,3,13,16
74074,1,3,12,13
74075,3,17,10,13
74076,7,12,0,13
74077,4,9,10,10
74078,5,13,5,0
74079,5,2,15,0
74080,14,16,2,17
74081,1,5,7,10
74082,2,9,15,0
74083,8,13,9,17
74084,6,14,13,5
74085,3,17,17,13
74086,13,11,10,5
74087,5,1,5,10
74088,12,5,3,13
74089,10,0,15,11
74090,6,1,4,6
74091,13,17,2,0
74092,6,8,0,6
74093,9,5,12,10
74094,9,0,12,13
74095,1,17,11,3
74096,3,7,2,15
74097,6,6,15,5
74098,16,7,5,10
74099,6,15,2,5
74100,8,9,16,17
74101,2,5,8,0
74102,7,6,1,8
74103,14,4,3,13
74104,2,7,13,5
74105,16,3,5,16
74106,1,6,1,3
74107,15,9,4,0
74108,5,6,10,8
74109,17,1,8,13
74110,2,4,10,11
74111,7,3,17,10
74112,4,2,9,15
74113,17,13,10,0
74114,8,6,0,12
74115,12,10,10,4
74116,4,9,16,7
74117,1,6,8,5
74118,7,11,8,8
74119,11,14,16,3
74120,15,12,7,0
74121,13,7,12,1
74122,6,1,1,3
74123,13,1,10,2
74124,10,6,9,8
74125,3,14,6,13
74126,2,12,15,0
74127,14,4,12,13
74128,10,7,11,8
74129,17,9,5,10
74130,9,7,14,10
74131,3,11,3,5
74132,4,9,16,7
74133,0,16,15,14
74134,11,6,11,5
74135,9,3,12,13
74136,1,5,7,10
74137,0,12,11,14
74138,1,3,10,2
74139,3,4,12,13
74140,13,4,9,1
74141,0,9,10,1
74142,7,7,15,15
74143,14,1,7,2
74144,1,17,2,0
74145,1,16,13,2
74146,0,15,7,14
74147,11,9,11,3
74148,9,15,7,10
74149,10,14,4,8
74150,12,14,9,13
74151,11,8,15,14
74152,6,11,7,5
74153,13,8,15,1
74154,14,7,3,10
74155,10,3,12,4
74156,6,14,1,2
74157,12,1,7,13
74158,9,7,8,10
74159,7,1,12,3
74160,1,5,16,3
74161,17,14,16,13
74162,1,12,1,3
74163,7,1,6,8
74164,7,6,3,8
74165,4,2,5,15
74166,3,2,4,15
74167,6,10,11,5
74168,9,17,5,10
74169,7,4,1,15
74170,5,3,1,10
74171,2,1,0,12
74172,16,13,1,2
74173,17,13,4,0
74174,14,9,8,17
74175,13,0,0,1
74176,6,12,12,13
74177,10,13,2,11
74178,11,13,17,5
74179,8,7,13,17
74180,6,12,9,5
74181,7,11,1,3
74182,2,5,17,0
74183,14,4,13,1
74184,0,0,15,14
74185,2,9,1,12
74186,14,5,12,13
74187,6,12,2,5
74188,13,16,9,1
74189,9,16,15,16
74190,13,2,1,2
74191,16,10,4,16
74192,7,15,13,15
74193,16,2,8,12
74194,5,16,8,17
74195,11,3,2,5
74196,16,14,12,13
74197,15,10,7,11
74198,14,2,9,10
74199,3,3,5,13
74200,8,0,9,12
74201,3,17,0,13
74202,6,16,13,5
74203,11,9,11,3
74204,15,1,7,11
74205,9,1,16,3
74206,9,5,14,10
74207,7,17,1,10
74208,15,4,10,11
74209,15,3,1,14
74210,15,15,3,0
74211,9,9,3,10
74212,7,1,3,10
74213,2,7,15,0
74214,17,6,6,5
74215,2,7,12,15
74216,15,3,10,11
74217,3,2,5,0
74218,13,9,14,1
74219,6,12,11,5
74220,2,6,17,0
74221,17,1,2,0
74222,2,4,8,12
74223,11,3,5,14
74224,12,10,13,4
74225,13,15,0,1
74226,15,10,8,11
74227,9,7,5,10
74228,13,11,9,5
74229,0,16,12,13
74230,14,12,2,13
74231,14,10,14,1
74232,6,16,7,8
74233,12,16,16,16
74234,15,9,3,0
74235,11,9,9,10
74236,11,9,13,5
74237,2,3,7,15
74238,17,7,5,10
74239,8,13,6,5
74240,16,14,4,16
74241,0,13,7,1
74242,0,11,4,14
74243,12,8,2,12
74244,16,2,6,5
74245,11,12,5,14
74246,3,4,4,15
74247,10,17,7,10
74248,16,13,0,1
74249,8,16,10,17
74250,14,0,15,1
74251,4,6,13,5
74252,0,12,9,13
74253,1,14,4,2
74254,12,13,10,4
74255,1,17,11,3
74256,10,8,6,8
74257,11,3,4,5
74258,7,6,13,8
74259,5,7,5,10
74260,13,13,9,1
74261,17,4,3,13
74262,0,12,4,13
74263,7,4,8,15
74264,17,8,13,0
74265,9,1,13,2
74266,9,10,6,8
74267,17,2,13,0
74268,7,0,5,10
74269,6,8,1,6
74270,9,4,6,15
74271,10,10,3,4
74272,1,1,11,3
74273,8,6,8,12
74274,12,2,15,0
74275,10,8,4,11
74276,11,8,14,17
74277,7,15,8,8
74278,13,9,17,10
74279,17,2,10,0
74280,3,14,9,13
74281,5,14,12,17
74282,7,9,16,8
74283,1,14,16,2
74284,14,16,15,1
74285,10,4,7,8
74286,16,7,3,10
74287,2,2,1,12
74288,7,14,3,10
74289,4,16,9,7
74290,17,0,4,13
74291,6,13,5,5
74292,17,10,13,0
74293,6,3,8,5
74294,14,17,4,13
74295,7,10,6,8
74296,9,14,10,10
74297,4,2,7,15
74298,17,1,11,3
74299,6,14,13,5
74300,7,0,13,1
74301,3,6,4,13
74302,12,14,4,13
74303,6,7,9,8
74304,15,2,13,0
74305,11,17,5,0
74306,8,5,0,14
74307,11,11,16,3
74308,15,14,12,13
74309,3,0,3,13
74310,15,4,14,14
74311,12,9,7,10
74312,11,1,17,3
74313,11,12,16,3
74314,4,4,12,16
74315,7,8,15,8
74316,6,16,5,6
74317,13,16,5,1
74318,1,3,10,2
74319,9,14,2,10
74320,16,12,4,16
74321,14,14,15,1
74322,3,6,1,13
74323,7,15,6,8
74324,11,2,0,14
74325,15,3,5,0
74326,6,14,8,17
74327,5,14,5,10
74328,3,8,6,13
74329,5,6,7,10
74330,15,12,12,13
74331,15,14,9,10
74332,9,2,12,0
74333,8,11,13,5
74334,8,1,1,3
74335,9,8,17,10
74336,10,12,9,4
74337,15,10,17,0
74338,3,16,3,13
74339,0,14,15,1
74340,11,0,8,14
74341,3,9,5,10
